Extra_Educational 	finalmente, cuenta con los niños cuántas salieron al contar prueba a  un niño para que cuente 	seneanxon bakebo toponkinwe jawetirin ixon westiora bakebo tanakin toponti yoiwe
Extra_Religious 	en ellos se verifica la profecía de isaías	jaskatira ikai ja profeta isaíassen yoini joibo jatoiba seneni jara inike neskati
Extra_Religious 	tenemos pues que escoger a un hombre de entre los que anduvieron con nosotros durante todo el tiempo en que el señor jesús actuó en medio de nosotros	jatian nenora itinkanke ja non ibo jesús noobetan inontian jatíbitian nobébi iikiranabo
Extra_Religious 	se acaloraron tanto que acabaron por separarse el uno del otro bernabé tomó consigo a marcos y se embarcó rumbo a chipre	jatian sinakananbekonax moa bernabé pablo betan potaananbekona iki jaskatax bernabébiribi markos bibaini moa chipreain kaai wapóronin nanébekona iki
Extra_Religious 	juan bautizó con agua pero ustedes serán bautizados en el espíritu santo dentro de pocos días	ikon riki juanmanra onpaxenres jato bautizana iki ikaxbi jawetii nete pekáora diossenbiribi jawen shinanman mato bautizanoxiki akin naikan kaai jesús keyata
Extra_Religious 	dejen que los niños vengan a mí y no se lo impidan porque el reino de dios pertenece a los que son como ellos	ja bakebo chiteyamakanwe ibakanon eiba bei ja diossen ikinnaton jati netera ja bakebo keská ikaibaona iki
Extra_Religious 	está bien el padre de ustedes aquel anciano de quien me hablaron	matoki jakontani iantana
Extra_Religious 	en seguida jesús los dejó y salió de la ciudad en dirección a betania donde pasó la noche maldición de la higuera	jato jaskáabaini ja jemameax moa jesús betania jeman kaa iki ja yamé jain oxaa iki higo bimioma jesussen bimitimaakin yoia
Extra_Religious 	alababan a dios y se ganaban la simpatía de todo el pueblo y el señor agregaba cada día a la comunidad a los que se iban salvando	jatíxonbiribi dios rabikatikanai jaskákanaitian jatíbi jonibaon jatoki jakon shinankana iki jainxon netetiibi non ibon ja kishpinmeeta jonibo jato kaimaboa iki
Extra_Religious 	y si saludan sólo a sus amigos qué tiene de especial también los paganos se comportan así	jainxon ja mato betan joi akaibores maton jato saludanabira bená jawékima iki ja dios ikonhayamai jonibobira jaskakanani jakanke
Extra_Religious 	les he dicho estas cosas aho ra antes de que sucedan para que cuando sucedan ustedes crean	enra mato moamabi nato yoiai moa jaskarabo winóketian maton ikonhakanti kopí
Extra_Religious 	las fuerzas vivas del pecado han sido destruidas para que no sirvamos más al pecado	ja noomeran iká ochati koshi shinan ras akin keyoa inon ikax jatianra moa noa ochan iboa wetsatima iki
Extra_Religious 	mientras iba de camino ya cerca de damasco le envolvió de repente una luz que venía del cielo	ikaxbi ja damasko jeman moa nokóti ochóma iketianra ratereskin naikanxon jato topo joekan tenaa iki
Extra_Religious 	del mismo modo que janés y jambrés se opusieron a moisés también ellos se oponen a la verdad son hombres de mente pervertida descalificados en cuanto a la fe	ja janes betan jambres moiséski yoitimani keskáribiira ja jonibo ikon joiki yoitimakanai ja jonibo riki kikinni jaton shinan ramita ikax moa dios ikonhayamaibo
Extra_Religious 	que su conversación sea agradable y no le falte su granito de sal sepan contestar a cada uno lo que corresponde	ja jato betan mato yoyo ikaira iti jake keentishaman itan jakonshamanbores jainxonra maton onanribiti jake ja mato yokákanaibo jaskáakin jato yoiti senentiainbi jato saludana
Extra_Religious 	he servido al señor con toda humildad entre las lágrimas y las pruebas que me causaron las trampas de los judíos	mato betan ixonra kikinmashoko shinanmeeananbi itan winiananbi non ibo jesussen tee en axona iki retekaskinbo ea judíobaon masábires tenemakanabi
Extra_Religious 	pues bien toda la tierra que ves te la voy a dar a ti y a tu descendencia para siempre	jatíbi ja min oinna maira en mia meniti iki jatianra jatíbitian mina itan min chiní bakebaonna iti iki
Extra_Religious 	hágannos un lugar entre ustedes de nadie hemos abusado a nadie hemos rebajado a nadie hemos estafado	nokiakinribi jakon shinankanwe tsoabira non jato jakonma imaama iki tsoabira non jato ochamaxon rami banemaama iki itan tsoabira jansoxonbo non mato jawéki bichinama iki
Extra_Religious 	la palabra de dios se difundía el número de los discípulos en jerusalén aumentaba considerablemente e incluso un buen grupo de sacerdotes había aceptado la fe	jaskataxa diossen joi pextina iki jainoax jerusalénhainribi icha joi akaibo kaikana iki jaskáribiakin icha sakerdote judíobaonribi ja joi ninkáxon ikonhakana iki
Extra_Religious 	noé tenía quinientos años cuando fue padre de sem cam y jafet	pichika pacha baritiaya inontianra noekan bakea iki sem kam jafet
Extra_Religious 	después se dijeron unos a otros	jatianribira marinerobo yoiananbotankana iki
Extra_Religious 	israel en cambio que buscaba en la ley un camino de justicia no alcanzó la finalidad de la ley y por qué	jatian israelitabo ikana iki ocha ayosma keskáakin jato diossen oinnon ikax ja esekan yoiai keskati jati shinanyabobiribi ikaxbi iti atipanyamakana iki
Extra_Religious 	esta es la obra del señor y nos dejó maravillados	natora diossenbi imaa iki jakopíra noa ikonbiresi ratékanai akin jato aká iki
Extra_Religious 	mientras el hijo del dueño de casa es aún niño no tiene ninguna ventaja sobre los esclavos a pesar de que es dueño de todos ellos	ja jawen papan mawákin jatíbi jawéki iboamaa joni bakepari ikaxa westíora yonoti joni keskares iki jakaya jawen papan jatíbi jawékibo iboamaa ikaxbi
Extra_Religious 	generación mala y adúltera ustedes piden una señal pero señal no tendrán sino la señal de jonás jesús pues los dejó y se marchó	jakonma itan yoitima jonibo ixonra akai ja oinxon onanti anon ixon maton ea yokákin ikaxbira en mato oinmakasai ja profeta jonás winóni keskábichores akin jato aká iki jato jaskáakin yoitaanan moa jato potabaini kaa iki
Extra_Religious 	así que perseguí a muerte a este camino e hice encadenar y meter en la cárcel a hombres y mujeres	ja jesús ikonhaibora retenoxonbo en jato benakatitai yatanxonbora benboboyabi ainbobo inonbi en jato kárkel meran niakatitai
Extra_Religious 	entonces salió jesús fuera llevando la corona de espinos y el manto rojo pilato les dijo	jaskatax jesús pikota iki moxa maiti maiya itan jan perakooti joshin yame chopa sawemakanayabi pikoxon pilaton jato neskáakin yoia iki
Extra_Religious 	en cambio quien odia a su hermano está en las tinieblas y camina en tinieblas y no sabe adónde va pues las tinieblas lo han cegado	ikaxbi jawen wetsa omisaibora yamé meranbires jake jaskara ixonra jaweraoki kaai iki ixonbi onanyamake ja yamekan moa benche keska imaa ixon
Extra_Religious 	acabo de casarme y por lo tanto no puedo ir	eara ramabiora wanoke jakopira ea kati atipanyamake akin
Extra_Religious 	la palabra de yavé fue dirigida a jonás hijo de amittay en estos términos	ibonra amitainin bake jonás yoia iki
Extra_Religious 	acaso le va a nacer un hijo a un hombre de cien años	pacha baritiayanixmein joni papa iti iki
Extra_Religious 	esaú corrió al encuentro de su hermano y lo abrazó echándose sobre su cuello lo besó y los dos rompieron a llorar	jatian jawen wetsa jaki kaai ointaanan ja esaúribi jaki ishtokainxon jawen wetsa ikótaanan teikoax rabekaxbi winibekona iki
Extra_Religious 	el segundo río se llamaba guijón y rodea la tierra de cus	ja wetsa paron janera iká iki guihón ja parora kus janeya mai shitabaina iká iki
Extra_Religious 	para qué tanto derroche	jawekopiki nato ininti jaskáakin yoyota
Extra_Religious 	no derramen sangre les dijo rubén échenlo más bien en aquella cisterna allá en el desierto pero no pongan las manos sobre él esto dijo para sacarlo de sus manos y devolverlo después a su padre	tsoa jonibi jain jaama pozo meranreskaya potati riki ja reteaxbira noa rami itiki akin ja rubenmanra jato jaskáa iki jan retekashamakin itan jawen papaiba ioti shinanya ixon
Extra_Religious 	vean cómo se recoge la maleza y se quema así sucederá al fin del mundo	ja kizaña taxtexon tsamanhanan menoti keskáribira inoxiki moa nato nete senenketian
Extra_Religious 	los harán comparecer ante reyes y gobernadores por causa de mi nombre	ja jain tsinkíti xobo meranbora mato bokanti iki apoboiba itan joni koshiboibara mato bokanti iki ea kopi
Extra_Religious 	por esta razón corrió entre los hermanos el rumor de que aquel discípulo no iba a morir	jaskáakin jesussen pedro yoia joira ja joi akaibaon yoikana iki ja joni jawetianbi mawátima yoia iká
Extra_Religious 	entonces yo conmigo hablaré alma mía tienes aquí muchas cosas guardadas para muchos años descansa come bebe pásalo bien	jaskáayontaananra nokon shinan meran en neskara shinanti iki eara icha jawékia iki icha baritiaribi jawékiati senen
Extra_Religious 	hay que taparles la boca pues enseñan en forma muy interesada cosas que no conviene y desconciertan a familias enteras	jaskarabora moa non yoyo imati yamake jabaonra ja atima jawékibo yoixon jatíbi jonibo jaton rareboyabi jakonmai iikanai jaskáakin jakonmaakinbo axon jato koríki bichini
Extra_Religious 	salgan todos de aquí	jatikaxbi nenoax jokonkanwe
Extra_Religious 	entonces los justos brillarán como el sol en el reino de su padre	jatian jakon aká jonibobiribira jawen papan jato ikinna netemeax bari keskati penénoxikanai
Extra_Religious 	y oí una voz que clamaba desde el trono	jainxon en ninkata iki ja ani yakátiainoax koshin yoyo iki neskatai
Extra_Religious 	pero él les dirá de nuevo	jaskáaketian mato ati iki
Extra_Religious 	entre tanto se habían reunido miles y miles de personas hasta el punto de que se aplastaban unos a otros entonces jesús se puso a decir especialmente para sus discípulos	jatian jain iitaitian kikinbires icha joni jatoki tsinkíkana iki jaskatira jatonbinix bitaxananbotankana iki jainxon jaonmea onanaibopari jato jesussen neskáa iki
Extra_Religious 	estudia las escrituras y verás que de galilea no salen profetas	diossen joikaya yoyo awe jatianra min onanti iki ja galileankoniax jawetianbi profeta joyamai akin akana iki
Extra_Religious 	y acercándose a él le decían	jaskaaxa pataxbainaxbo neskáakana iki
Extra_Religious 	somos descendientes de abraham y nunca hemos sido esclavos de nadie	noabo riki abrahamman chiní rarebobo itan jawetianbira iboaxon yonokanai joni noa ikama iki
Extra_Religious 	todo lo que tiene el padre es mío por eso les he dicho que tomará de lo mío para revelárselo a ustedes la promesa de una nueva presencia	jatíbi nokon papa jayata jawékira nokonaribi iki jaskara kopíra en yoia iki ja diossen shinanmanra eibakea joiboribi bixon mato onanmanoxiki akin
Extra_Religious 	de todos modos me detendré en efeso hasta pentecostés	ikaxbi efesoainra ea baneti jake ja pentekostés nete nokotai kaman
Extra_Religious 	y si beelzebul me ayuda a echar los demonios	maton yoiai enki ja beezebúkan atipana koshin yoshinbo jokonhai jatian jaskara ikenki
Extra_Religious 	abriéndole camino va la peste y viene detrás de él la fiebre ardiente	já joketianra jakonmabires isinbo beai yoná koshiribira japekáo joai
Extra_Religious 	porque se fijó en su humilde esclava y desde ahora todas las generaciones me llamarán feliz	ea jawen yonoti ikax rabíti shinanhoma iken ekiakin shinanna kopí jaskáakinra jonibaon rama peoxon jatíbitian diossenra mia raroshaman imake akin ea anoxikanai
Extra_Religious 	mientras jesús caminaba a orillas del mar de galilea vio a dos hermanos uno era simón llamado pedro y el otro andrés eran pescadores y estaban echando la red al mar	jatian galilea ian ketani kakinra já wetsa rabébires rikani iibekonaitian jesussen nokoa iki ja iká iki simón pedro betan jawen wetsa andrés jabo iká iki yapan teetaibo
Extra_Religious 	maestro al hablar así nos ofendes también a nosotros	maestró jaskáakinbo yoixonra min noabobi jakonma shinanmai akin
Extra_Religious 	así jesús declaraba que todos los alimentos son puros y luego continuó	jainxon jato yoiribia iki
Extra_Religious 	así lo hicieron y pescaron tal cantidad de peces que las redes casi se rom pían	jatian jaskáati yoia nepóxonra icha yapa bikana iki jaton rikabobi noshinon kaman
Extra_Religious 	yo soy servidor de abraham	eara abrahamman yonoti iki
Extra_Religious 	nosotros le hemos oído decir yo destruiré este templo hecho por la mano del hom bre y en tres días construiré otro no hecho por hombres	nonra ninkata iki ja jonibaon aká nato dios rabiti xobo ras axonra jakiribi kimisha neteres en wetsa aríbati iki ikaxbi jara iti iki jonibaon akáma iki ikaitian iki ikana iki
Extra_Religious 	porque hay muchos espíritus rebeldes charlatanes y engañadores sobre todo entre los de origen judío	icha yoitima jonibora jake jabo riki ja jakina rebichi xatéya ikanti jato yoiai judíobo jabaonra akai iresbiresa jawékibo yoianan jonibo parankin
Extra_Religious 	pues un montón de gente lo seguía gritando	ja jatíbi jonibo pablo chibani beaibo ikana iki neskati
Extra_Religious 	aunque estoy corporalmente lejos mi espíritu está con ustedes y me alegro al ver el equilibrio y la solidez de su fe en cristo	eabi mato betan jain itinaxmabira nokon shinan meran ea jain mato betan itinke jaskatira ea kikini raroai jakonibo jaax mato kristoki koshii jenéyamai onantaanan kriston xabáabo
Extra_Religious 	un tercer ángel pasó después clamando con voz fuerte	jatian jaskata pekáo ja kimisha itin iká ángel joríbaa iki joáx koshin yoyo iki neskata iki
Extra_Religious 	no nos excedemos indebidamente entre ustedes como aquellos que no han sabido cómo llegar pues somos los que les llevamos el evangelio de cristo	jaskara kopíra jain noa iti yoiamainkobires noa iiamai jawekeskabira nato jawéki ikeanke moabi noa matoiba nokotama iketian noaparira iká iki ja kristo kiriti iká bená joi mato yoii bokanabo
Extra_Religious 	y después del nacimiento de reu peleg vivió doscientos nueve años y tuvo más hijos e hijas	japekáora péleg rabé pacha iskon baritiapari jaa iki jatianra wetsa jawen bakebo benbobo itan ainbobo jaribaa iki
Extra_Religious 	toda la gente sentía un santo temor ya que los prodigios y señales milagrosas se multiplicaban por medio de los apóstoles	ja raanabaon ratéti jawékibo itan ja oinxon onanti jawékibo akanaitian oinnax jatikaxbi ratékana iki
