Wixarika_Corpora 	 Muchacha de cabello largo	Uka maka t+t+ 
Mexican_constitution 	En el procedimiento, el Instituto podrá imponer, entre otras medidas cautelares, la orden de suspender o cancelar de manera inmediata las transmisiones en radio y televisión, de conformidad con lo que disponga la ley. 	Ya mitiyianenitsie, Instituto tsiere kanitaxatamiki, hipame ‘iwiyarika, kapauka kanitayimiki xika tiukunani ya tini mikunani xeimieme miranayeneikatika xawiyutsie metá terewitsiunitsie, ‘itsikame ke maineni. 
Mexican_constitution 	IV. La ley establecerá los requisitos y las formas de realización de los procesos de selección y postulación de candidatos a cargos de elección popular, así como las reglas para las precampañas y las campañas electorales. 	IV. ‘Itsikame kanitixatamiki kepai mitikuyineni menayehapariwani metá kepai memiteyuku‘uitiwani metá tixaitiki memitetihiawarieni, yaxeikía kepai mitikuyineni memiyukuxatani metá memanuyuka’uitiwatsie. 
Mexican_constitution 	La duración de las campañas en el año de elecciones para Presidente de la República, senadores y diputados federales será de noventa días; en el año en que sólo se elijan diputados federales, las campañas durarán sesenta días. >En ningún caso las precampañas excederán las dos terceras partes del tiempo previsto para las campañas electorales. 	Memiyuyexaxatani ke mireutetereni kapauka Mekiku ‘itsikame, tsenaruritsixi metá xeputaritsixi kanihikitikamiki nauka tewiyari heimana tamamata tukari; hekwameki memitihiawarieni kepauka witari xeputaritsixi memitihiawarieni waxatsika xeikía haika tewiyari katineuteteremiki xeikía. >Kapiyiwe manutiyeikani mipai paimexia memuyukuxatanitsie. 
Mexican_constitution 	La violación a estas disposiciones por los partidos o cualquier otra persona física o moral será sancionada conforme a la ley. 	Xika ‘iki paritiriyu ‘itsikame kahanu’enieme heimana ‘uyeyani ya xewiti tewi ya tixai rayexeiyati niuki ’itsikame ‘enieti. 
Mexican_constitution 	V. La organización de las elecciones es una función estatal que se realiza a través del Instituto Nacional Electoral y de los organismos públicos locales, en los términos que establece esta Constitución. 	V. Ke mitikuyineni ‘etsitarutetsie kanimiemetini Instituto Nacional Electoral ‘iparewiekaku, metá hurawa teiteriwaki memayexeiya, ‘iki wimari ke maineni ‘enieti. 
Mexican_constitution 	Apartado A. El Instituto Nacional Electoral es un organismo público autónomo dotado de personalidad jurídica y patrimonio propios, en cuya integración participan el Poder Legislativo de la Unión, los partidos políticos nacionales y los ciudadanos, en los términos que ordene la ley. 	A Hetsie. >Miki Instituto Nacional Electoral parewiwame kiekaritsie yuxaitá piyiwe leitsie ´aixia peuti´ane metá piinite yuhetsie timieme pirexeiya, kehate mana memaye´u mepeuye´iari Poder Legislativo de la Unión, paritiriyute puritika Mekiku mieme metá kiekatari, nitsixatsie miyexata lei. 
Mexican_constitution 	En el ejercicio de esta función estatal, la certeza, legalidad, independencia, imparcialidad, máxima publicidad y objetividad serán principios rectores. 	Mitiyehutinitsie kemarixatsie ´etsitaru, lei yuritsie, xeimetsie ka´utaneeti, xaitsie ka´uhuuputi, waikameki hahekiati metá mikitsie xeikía pakine manukuweweiyariwani. 
Mexican_constitution 	El Instituto Nacional Electoral será autoridad en la materia, independiente en sus decisiones y funcionamiento, y profesional en su desempeño; contará en su estructura con órganos de dirección, ejecutivos, técnicos y de vigilancia. 	Miki Instituto Nacional Electoral payani ´itsikame mikitsie timieme, yuxaitá ke mitiyukuhiawe metá miyeyaniki, mirakumatetsie ke mitikamieme, peixeiyani parewiwame hapanamete, ´itsikamete, makina xexeiyamete metá te´iwiyamete. 
Mexican_constitution 	El Consejo General será su órgano superior de dirección y se integrará por un consejero Presidente y diez consejeros electorales, y concurrirán, con voz pero sin voto, los consejeros del Poder Legislativo, los representantes de los partidos políticos y un Secretario Ejecutivo; la ley determinará las reglas para la organización y funcionamiento de los órganos, las relaciones de mando entre éstos, así como la relación con los organismos públicos locales. 	Miki Consejo General payani parewiwame yemeki hitia pai mieme mitiyehana metá mepaye´uka mana kutseku Presidente metá tamamata kutsekute hiawixatsie mieme, metá mepuyukaxexeiyani, niuki mexeiyati wutu hawaiki, kutsekute mieme Poder Legislativo, niukamete wahetsie paritiryute puritikutsie mieme metá Secretario Ejecutivo; lei pitiwewieni xekirate ke memiteuyukuhanani metá ke mitiumieni parewiwamete, ni’aritsie memiyukuhiaweni ´ikite, yaxeikía memiyukiaweni parewiwame kiekaritsie mieme wahurawa mieme. 
Mexican_constitution 	Los órganos ejecutivos y técnicos dispondrán del personal calificado necesario para el ejercicio de sus atribuciones. 	Miki parewiwame ya memiteyurie metá memitehakumaate piwarexeiyani teiteri ´aixia me´aneneme mireuyewetsetsie memite´aye´atiwaniki mitikematikatsie. 
Mexican_constitution 	Un órgano interno de control tendrá a su cargo, con autonomía técnica y de gestión, la fiscalización de todos los ingresos y egresos del Instituto. 	Parewiwame taitá mieme peixeiyani yuhetsie, naimeki yuhetsie yiweti metá mitikuwauniki, pixikaritsie meuyehani naime kepai tumini manu´iwe metá menayetuaya miki ´initsitutu. 
Mexican_constitution 	Las disposiciones de la ley electoral y del Estatuto que con base en ella apruebe el Consejo General, regirán las relaciones de trabajo con los servidores del organismo público. 	Ke mutiyuane ni´ari lei hiawixatsie metá ´etsitatutu mikitsie ´ikatsutuai ya mititanaki´erieni Consejo General, mikitsie mekawiti mepiyehuni ´uximayatsikatsie mieme meite´uximayá parewiwame kiekaritsie. 
Mexican_constitution 	Los órganos de vigilancia del padrón electoral se integrarán mayoritariamente por representantes de los partidos políticos nacionales. 	Parewiwamete memiteta´iwiya miki padrón hiawixatsie mepaye´uka mana yuwaikawameki maniukatika waheki paritiriyute puritikutsixi Mekiku mieme. 
Mexican_constitution 	Las mesas directivas de casilla estarán integradas por ciudadanos. 	Mexika miraye’atika ki memutiwutaruwayata mepaye´uuka kiekatari. 
Mexican_constitution 	Las sesiones de todos los órganos colegiados de dirección serán públicas en los términos que señale la ley. 	Tsetsiuni mematinenetiwa yunaiti parewiwamete memite´akumate ´ukiyarite payani kiekatari wahixie nitsixatsie mirani´awa lei. 
Mexican_constitution 	El Instituto contará con una oficialía electoral investida de fé pública para actos de naturaleza electoral, cuyas atribuciones y funcionamiento serán reguladas por la ley. 	Miki Initsitutu pixeiyani xeime oficialia hiawixatsie tikemakame miyetuayani wahixie kiekatari ´aixia miti´ane mikitsie timieme hiawixa, miki ya ti´aneneme mitikema metá ke mireuyukuhana pakine ´aixia ti´itiariwati leiki. 
Mexican_constitution 	El consejero Presidente y los consejeros electorales durarán en su cargo nueve años y no podrán ser reelectos. 	Miki kutseku Presidente metá kutsekute hiawixatsie mepuyuruwani memite´uximayatsie ´atanauka witari metá pikayiwe tawari memutihiawarieni. 
Mexican_constitution 	Serán electos por el voto de las dos terceras partes de los miembros presentes de la Cámara de Diputados, mediante el siguiente procedimiento: 	Mepitihiawarieni wawutuki yuwaikawa ke yupaimeti muwa memayeteni Cámara de Diputados, ´iki miraniere me´uweiyati: 
Mexican_constitution 	a) La Cámara de Diputados emitirá el acuerdo para la elección del consejero Presidente y los consejeros electorales, que contendrá la convocatoria pública, las etapas completas para el procedimiento, sus fechas límites y plazos improrrogables, así como el proceso para la designación de un comité técnico de evaluación, integrado por siete personas de reconocido prestigio, de las cuales tres serán nombradas por el órgano de dirección política de la Cámara de Diputados, dos por la Comisión Nacional de los Derechos Humanos y dos por el organismo garante establecido en el artículo 6o. de esta Constitución; 	a) Miki Cámara de Diputados pitawewieni nitsixa mieme mitahiawarieniki kutseku Presidente metá kutsekute hiawixatsie, payemieni ´inierixa xapatsie hekiati kiekaritsie, ke mitiyeyiximeni ´aye´atikaime mipai memitekakineki, tukari kewa meu´atika metá ´iniari memikahanutikikanitsie, yaxeikía tsiere memitahiaweki comité tecnico de evalución, mehaye´uukame ´atahuta teiteri ´aixia metexeiyarieti, mikitsie yuhaikati mepitihiawarieni heki organo de dirección política de la Cámara de Diputados, yuhutati heki Comisión Nacional de los Derechos Humanos metá meyuhutati parewiwame miraye´atiariwaniki mayemie ´aritikuru 6o ´iki Wimaritsie. 
Mexican_constitution 	b) El comité recibirá la lista completa de los aspirantes que concurran a la convocatoria pública, evaluará el cumplimiento de los requisitos constitucionales y legales, así como su idoneidad para desempeñar el cargo; seleccionará a los mejor evaluados en una proporción de cinco personas por cada cargo vacante, y remitirá la relación correspondiente al órgano de dirección política de la Cámara de Diputados; 	b) Miki comité penuhurieni xapatsie me´ayehume yunaiti kehate memiyu´uitiatiwe ´inierikatsie mahekiarixi, mititixeiya xika raye´axeni mira´iwauriwa wimaritsie metá leitsie, yaxeikía xika miki ´aixia me´aneneni mana memiteta´uximayataki, miwaranuyehapani kehate matsi ´aixia memeuti´anene me´iniarime ´auxuwime teiteri yuxexuiti manayemamawetsie, metá kanenuni´amiki mehayehume mana mieme wahetsia órgano de dirección política de la Camara de Diputados; 
Mexican_constitution 	c) El órgano de dirección política impulsará la construcción de los acuerdos para la elección del consejero Presidente y los consejeros electorales, a fin de que, una vez realizada la votación por este órgano en los términos de la ley, se remita al Pleno de la Cámara la propuesta con las designaciones correspondientes; 	c) Miki parewiwame mahana puritika manatutuikani muyutawewieniki nitsixa ´aixia ´aneti mitahiawarieniki kutseku Presidente metá kutsekute hiawixatsie mieme, miti´aneniki tixuawereyu wutu ´iki parewiwameki nitsixatsie kaniereti lei mikuxata, manuni´arieniki wahetsia Pleno de la Cámara memiyexaxatsiwa hiawitexi hakewa memiemete; 
Mexican_constitution 	d) Vencido el plazo que para el efecto se establezca en el acuerdo a que se refiere el inciso a), sin que el órgano de dirección política de la Cámara haya realizado la votación o remisión previstas en el inciso anterior, o habiéndolo hecho, no se alcance la votación requerida en el Pleno, se deberá convocar a éste a una sesión en la que se realizará la elección mediante insaculación de la lista conformada por el comité de evaluación; 	d) Mayexiinitsie mi´iniarikai mipai mitiyiniki kepai mi´ane nitsixatsie mexaxata ´initsitsu a), ´uxiwa´ane yianekaku ´organo de dirección política de la Cámara miki katiwutaruwawekaku ya ´atsi kahaineni mayemietsie ´initsitsu hitia paitsie, ya mipai pitiuyuri, ka´u´axieni wutu meuyehiiya mana Pleno, miki mepita´inierieni tsetsiuni memiwewieniki memiwewieniki hiawixa miki pitiyiní wutu xapatsie ´awie kehate memaka´uxa memitawewi comité de evaluación. 
Mexican_constitution 	e) Al vencimiento del plazo fijado en el acuerdo referido en el inciso a), sin que se hubiere concretado la elección en los términos de los incisos c) y d), el Pleno de la Suprema Corte de Justicia de la Nación realizará, en sesión pública, la designación mediante insaculación de la lista conformada por el comité de evaluación. 	e) Mayexinitsie mi´iniarikai mipai mitiyiniki kepai mi´ane nitsixatsie mexaxata ´initsitsu a), xika kuxi hiawixa katixuaweriweni ke mutaine ´initsitsu c) metá d), miki Pleno de la Suprema Corte de Justicia de la Nación piwewieni, tsetsiuni kiekari metanenierekaku, hiawixa wutu xapatsie ´awie kehate mana memaka´uxa mitawewi comité de evaluación. 
Mexican_constitution 	De darse la falta absoluta del consejero Presidente o de cualquiera de los consejeros electorales durante los primeros seis años de su encargo, se elegirá un sustituto para concluir el período de la vacante. 	Xika hauyeweti yuheyemeki ´ayani kutseku Presidente ya tsepá ke´aneti kutseku hiawixatsie mieme kaye´awekaku ´ataxewi witari mitiutsutiatsie, pitahiawarieni xewiti hetsiena mieme mirakaniniki kepaimeti meuyewetsé manayemawetsie. 
Mexican_constitution 	Si la falta ocurriese dentro de los últimos tres años, se elegirá a un consejero para un nuevo periodo. 	Xika heuyeweti ´ayaní miranayenixime witaritetsie, pitahiawarieni kutseku xewiti hekwameki mititsutiani. 
Mexican_constitution 	El consejero Presidente y los consejeros electorales no podrán tener otro empleo, cargo o comisión, con excepción de aquellos en que actúen en representación del Consejo General y los no remunerados que desempeñen en asociaciones docentes, científicas, culturales, de investigación o de beneficencia. 	Miki kutseku Presidente metá kutsekute hiawixatsie miemetexi mepikayiwawe tawari ´uximayatsika yiki ´ane memixeiyani, ´ukiyari, ni´arixa, mehanayehayewati kepauka hetsiena mieme memaniukatikani Consejo General metá memikatepitiarietsie miraniere wimari teyu´ikitiwame, maiyá memiwautiwe, yeiyatsie, memitewautiwe ya muwetika memiteuyehiwa memiwaparewie. 
Mexican_constitution 	El titular del órgano interno de control del Instituto será designado por la Cámara de Diputados con el voto de las dos terceras partes de sus miembros presentes a propuesta de instituciones públicas de educación superior, en la forma y términos que determine la ley. 	Miki ´ukiyari mieme órgano interno de contro mieme ´itsitutu pitahiawarieni heki Cámara de Diputados wawutuki yuwaikawa keyupaimeti muwa memayeteni mewayexatayu ´itsitutute kiekaritsie ´ikitiarika hitia pai mieme memayexeiyaki, kemi´aneki metá nitsixatsie ke maineni lei. 
Mexican_constitution 	Durará seis años en el cargo y podrá ser reelecto por una sola vez. 	Mepuyuruwani ´ataxewí witari mana mete´uximayati metá piyiwe tawari mutahiawarieni xeimeki yaxeikía. 
Mexican_constitution 	Estará adscrito administrativamente a la presidencia del Consejo General y mantendrá la coordinación técnica necesaria con la Auditoría Superior de la Federación. 	Pirawiyani mitixeiyarietsie ´itsikamepa miki Consejo General metá pehanani miwakuyuitiwaniki memitehakumate memeuyewetsé hamatia Auditoria Superior de la Federación. 
