Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	LEE NDI'IN LO'O NE' SE'EN LYI'YA LOO CHIJYA' 
Mexican_constitution 	El Estado podrá conceder el mismo derecho a los extranjeros, siempre que convengan ante la Secretaría de Relaciones en considerarse como nacionales respecto de dichos bienes y en no invocar por lo mismo la protección de sus gobiernos por lo que se refiere a aquéllos; bajo la pena, en caso de faltar al convenio, de perder en beneficio de la Nación, los bienes que hubieren adquirido en virtud del mismo. En una faja de cien kilómetros a lo largo de las fronteras y de cincuenta en las playas, por ningún motivo podrán los extranjeros adquirir el dominio directo sobre tierras y aguas. 	Ne' nu nchca Gubiernu tca taa cha' cuiya' 'in sca ne' nu mdiyan ti'in quichen Chijya' cha' na ne' nu lyi'ya tñan 'in quichen Chijya' quinu tsu'hue ne' si'ya cha' lo' ne' nu mdiyan ti'in ti can' a xi'ya ne' 'in gubiernu 'in ne' chu'hui cunta 'in na cha' nde'en la ña'an quia nan cha' nu m'ni cuiya' ne' cha' 'in nan can', tsa ntsu'hui lyoo sca ciento kilometro tiña'aan xeen se'en nducui ta'an yuu 'in ne' Chijya' lo' tu'hua tyii kilometro nde tu'hua tyi'a a tca sca ne' nu mdo'o xca quichen tnu ntsu'hui cha' chcuan ne' cha' cuiya' cha' 'in yuu can' lo'o tyi'a can'. 
Mexican_constitution 	El Estado de acuerdo con los intereses públicos internos y los principios de reciprocidad, podrá, a juicio de la Secretaría de Relaciones, conceder autorización a los Estados extranjeros para que adquieran, en el lugar permanente de la residencia de los Poderes Federales, la propiedad privada de bienes inmuebles necesarios para el servicio directo de sus embajadas o legaciones. 	Quichen Chijya' tsaña'an nu ndi'in nten se'en can' lo'o cha' nu ndi'in tyaa ne', ntsu'hui cha' tyaa ycui' ne' lo'o ne' lyi'ya tñan nu ntsu'hui cha' cuiya' 'in taa cha' lo'o xca quichen tnu, cha' taa ne' cha' cuiya' 'in sca Estado 'in xca quichen tnu caan si'yana chcuan can' cunta sca yuu se'en chcua can' culoo tñan, uta ña'an yuu ti, uta scasca nan nu caja tñan cu'ni 'in can' lo'o tñan nu ngui'ni xca quichen tnu. 
Mexican_constitution 	II. Las asociaciones religiosas que se constituyan en los términos del artículo 130 y su ley reglamentaria tendrán capacidad para adquirir, poseer o administrar, exclusivamente, los bienes que sean indispensables para su objeto, con los requisitos y limitaciones que establezca la ley reglamentaria; 	II. Nchgaa se'en ndiyo' ti'in nten n'ni tnu ne' ndiose 'in ne' tsaña'an nu nchcui lee cuiya' 130 a cunta lo'o scasca lee, ntsu'hui cha' cuiya' 'in ne' chcuan ne' ca 'in ne' lo' culoo ne' tñan nchgaa loo nan nu caja tñan cu'ni 'in ne' se'en ndiyo' ti'in ne' uta tsaña'an cha' nu njñan lo'o cha' nu ndi'in tyaa lee lo'o cha' re; 
Mexican_constitution 	III. Las instituciones de beneficencia, pública o privada, que tengan por objeto el auxilio de los necesitados, la investigación científica, la difusión de la enseñanza, la ayuda recíproca de los asociados, o cualquier otro objeto lícito, no podrán adquirir más bienes raíces que los indispensables para su objeto, inmediata o directamente destinados a él, con sujeción a lo que determine la ley reglamentaria; 	III. Cunda scaa se'en nducua nten cha' 'in nten quichen uta cha' 'in sca qui'yu ti nu m'ni cha'an nu ndayaa' 'in nten nu 'ni cha' 'in, nu quiaa nan ne' scasca cha' tiyaa a cunta lo'o nu culo'o ne' scasca cha', ticui' cuaña'an nu tayaa' 'in xca tucui, tca caja cha' cuiya' 'in ne' chcuan ne' cunta nan nu caja tñan cu'ni 'in ne' una a caja cha' cuiya' 'in ne' chcuan ne' cunta scasca nan nu a 'ni la cha' lo'o tñan nu ngui'ni ne' si'yana cuaña'an ndi'in tyaa lee cha'; 
Mexican_constitution 	IV. Las sociedades mercantiles por acciones podrán ser propietarias de terrenos rústicos pero únicamente en la extensión que sea necesaria para el cumplimiento de su objeto. 	IV. Sca ta nten nu ngui'ni tñan jyinsiya, ntsu'hui suun 'in ne' chcuan ne' cunta sca yuu nu su a ya' se'en ti, una tsa se'en nu caja tñan cu'ni 'in ne' lo'o tñan nu ntsu'hui cha' cu'ni ne'. 
Mexican_constitution 	En ningún caso las sociedades de esta clase podrán tener en propiedad tierras dedicadas a actividades agrícolas, ganaderas o forestales en mayor extensión que la respectiva equivalente a veinticinco veces los límites señalados en la fracción XV de este artículo. 	Ñi sca ne' nu ngui'ni tñan jyinsiya tca tyi'in yuu se'en cuta ne' scasca nan, uta lo'o quii uta se'en nducua yca tnu cui' tsa se'en ntsu'hui lyoo tsa clan-ca'yu ya' tlyu la na 'in tsaña'an yuu nu ntsu'hui cha' tyi'in 'in ne', cui' tsaña'an cha' nu ndi'in tyaa yu'hue XV 'in lee cuiya' 27 re. 
Mexican_constitution 	La ley reglamentaria regulará la estructura de capital y el número mínimo de socios de estas sociedades, a efecto de que las tierras propiedad de la sociedad no excedan en relación con cada socio los límites de la pequeña propiedad. 	Lee tyi'in tyaa na cha' tsala nten nu tca cu'ni tñan lo'o sca yuu, ña'an ca si'yana yuu se'en cu'ni ne' tñan a tyijyin na qui'an la tsaña'an nten nu ngui'ni tñan 'in na, cui' ca nu culoo ne' cunta 'in na tsa nu qui'ni ca'an 'in sca tucui. 
Mexican_constitution 	En este caso, toda propiedad accionaria individual, correspondiente a terrenos rústicos, será acumulable para efectos de cómputo. Asimismo, la ley señalará las condiciones para la participación extranjera en dichas sociedades. 	Una cha' na cuaña'an ndi'in cha', tsu'hue la ti qui'ni ca'an sca yuu can' 'in cunda scaa tucui lo' lcuaa qui'ni ca'an na 'in nchgaa tucui, ticui' cuaña'an lee tyi'in tyaa na cha' ña'an ntsu'hui cha' cu'ni ne' lo'o ne' nu mdo'o xca quichen tnu nu sten yu'hui ne' lo'o cha' re. 
Mexican_constitution 	La propia ley establecerá los medios de registro y control necesarios para el cumplimiento de lo dispuesto por esta fracción; 	Ticui' lee tyi'in tyaa na cha' ña'an ntsu'hui cha' cha'an scua lo' cu'ya ne' cunta si'yana tsato'o nchgaa cha' nu tyi'in tyaa yu'hue lee nu nchcui' na cha' 'in re; 
Mexican_constitution 	V. Los bancos debidamente autorizados, conforme a las leyes de instituciones de crédito, podrán tener capitales impuestos, sobre propiedades urbanas y rústicas de acuerdo con las prescripciones de dichas leyes, pero no podrán tener en propiedad o en administración más bienes raíces que los enteramente necesarios para su objeto directo. 	V. Nchgaa se'en nchu'hua se'en ne' lo'o se'en ndlo ne' tñin nu ntsu'hui cha' cuiya' 'in na tsaña'an nu ndi'in tyaa lee cha' 'in tñin cha', tca caja tñin 'in na si'ya nan nu ndi'in 'in na tsaña'an nu nchcui' lee can', una a tca tyi'in uta culo na tñan qui'an la nan, cui' ca nu tsa nan nu caja ti tñan cu'ni 'in na lo'o tñan nu ngui'ni na. 
Mexican_constitution 	VI. Los estados y el Distrito Federal, lo mismo que los municipios de toda la República, tendrán plena capacidad para adquirir y poseer todos los bienes raíces necesarios para los servicios públicos. 	VI. Nchgaa Estado, lo'o Distrito 'in quichen Chijya' ticui' cuaña'an lo'o na'an tñan municipio nu ndi'in se'en lyi'ya loo Chijya', ntsu'hui cha' tyu'hui cha' cuiya' 'in na nu chcuan na cunta lo' tyi'in nchgaa loo nan nu caja tñan cu'ni 'in na si'yana tayaa' na 'in nchgaa tucui. 
Mexican_constitution 	Las leyes de la Federación y de los Estados en sus respectivas jurisdicciones, determinarán los casos en que sea de utilidad pública la ocupación de la propiedad privada, y de acuerdo con dichas leyes la autoridad administrativa hará la declaración correspondiente. El precio que se fijará como indemnización a la cosa expropiada, se basará en la cantidad que como valor fiscal de ella figure en las oficinas catastrales o recaudadoras, ya sea que este valor haya sido manifestado por el propietario o simplemente aceptado por él de un modo tácito por haber pagado sus contribuciones con esta base. 	Lee nu nguinu scua 'in quichen Chijya' a cunta lo'o lee 'in cunda scaa Estado cunda scaa se'en ndlo na tñan, ntsu'hui cha' tyi'in tyaa na cha'ñi lyijyi tñan ntsu'hui cha' cu'ni cunda scaa yuu nu ndlo sca qui'yu tñan, lo' ne' nu nchca bsya ntsu'hui cha' taa ne' suun cha' re lo'o nchgaa tucui. tñin nu su'hua lyiya' ne' xa cujlyo ne' uta culoo ne' nde'en la nan, 'ni cha' su'hua lyiya' ne' tsaña'an nu ntsu'hui lyoo nan can' se'en nu nchcuan ne' tñin 'in na, tca cui' tsaña'an tñin nu mdi'in tyaa x'nan nan can' uta tsaña'an nu su'hua lyiya' ne' 'in nan can'. 
Mexican_constitution 	El exceso de valor o el demérito que haya tenido la propiedad particular por las mejoras o deterioros ocurridos con posterioridad a la fecha de la asignación del valor fiscal, será lo único que deberá quedar sujeto a juicio pericial y a resolución judicial. 	Cha' ta scuen ne' ña'an nu tyi'in tyaa ne' ntsu'hui cujlyoo nan can' si'yana nde'en la ña'an mchca tsu'hue na nde loo can' ti' ña'an xaa nu mdi'in tyaa ne' siya' na ti' culoo, ntsu'hui cha' tyaa ne' cunta 'in na 'in sca bsya si'yana can' nu su'hua loo 'in na lo' cu'ni cuiya' cha' 'in na. 
Mexican_constitution 	Esto mismo se observará cuando se trate de objetos cuyo valor no esté fijado en las oficinas rentísticas. 	Ticui' cha' re ntsu'hui cha' cu'ni ne' cha' ta nde'en la nan cua a cha' chu'hui lyiya' se'en nu ntsu'hui cha' su'hua lyiya' ne' 'in na. 
Mexican_constitution 	El ejercicio de las acciones que corresponden a la Nación, por virtud de las disposiciones del presente artículo, se hará efectivo por el procedimiento judicial; pero dentro de este procedimiento y por orden de los tribunales correspondientes, que se dictará en el plazo máximo de un mes, las autoridades administrativas procederán desde luego a la ocupación, administración, remate o venta de las tierras o aguas de que se trate y todas sus accesiones, sin que en ningún caso pueda revocarse lo hecho por las mismas autoridades antes que se dicte sentencia ejecutoriada. 	Cundaa scaa tñan nu ntsu'hui cha' cu'ni quichen Chijya', si'ya cha' nu ndi'in tyaa lee cuiya' 27 re nchgaa cha' can' 'ni cha' cu'ni ne' 'in na lo'o tso' cha' 'in lee; una nchgaa cha' re lo'o si'ya cha' cuiya' nu ndaa sca ne' bse cui' cha' nu taa tsani' sca coo' lja nguilyu ne' ngui'ni cunta ne' cha' can' ne' nu nchca bsya ntsu'hui cha' cujui' xu'hua ne' nchgaa yuu uta se'en nducua tyi'a nu nde'en cha' quija lyoo 'in lo' a tucui tca xican' ton cha' nu cu'ni ne' bsya can' ti' ña'an nu ti' lyijyi culo qui'ya cha' can'. 
Mexican_constitution 	VII. Se reconoce la personalidad jurídica de los núcleos de población ejidales y comunales y se protege su propiedad sobre la tierra, tanto para el asentamiento humano como para actividades productivas. 	VII. Ntsu'hui cha' tyijyin cunta yuu se'en ndi'in sca quichen a cunta lo'o yuu se'en n'ni nten can' tñan a cunta ntsu'hui cha' xñi lee cunta yuu 'in ne' tsaña'an se'en ndi'in ne' a cunta lo'o se'en n'ni ne' tñan ndyijyi na cunajo'o 'in ne'. 
Mexican_constitution 	La ley protegerá la integridad de las tierras de los grupos indígenas. 	Lee nu nguinu scua 'in quichen Chijya' nga'an cha' xñi na cunta yuu 'in cunda scaa quichen se'en ndi'in nten nu ncua' tyi. 
Mexican_constitution 	La ley, considerando el respeto y fortalecimiento de la vida comunitaria de los ejidos y comunidades, protegerá la tierra para el asentamiento humano y regulará el aprovechamiento de tierras, bosques y aguas de uso común y la provisión de acciones de fomento necesarias para elevar el nivel de vida de sus pobladores. 	Xa nchcui' na cha' 'in lee, ntsu'hui cha' su'hua loo na, lo' tayaa' na 'in cunda scaa nten nu ndi'in sca quichen se'en nu nga'an cha' chu'hui na cunta se'en ndi'in ne', a cunta cunan na ña'an si'yana cu'ni ne' tñan lo'o yuu 'in ne' uta se'en nducua yca tnu uta se'en nducua tyi'a lo' cui' lee can' cunan ña'an caja scasca tñan nu cu'ni ne' lo'o se'en can' si'yana cuaña'an tca tyi'o ne' nde loo. 
Mexican_constitution 	La ley, con respeto a la voluntad de los ejidatarios y comuneros para adoptar las condiciones que más les convengan en el aprovechamiento de sus recursos productivos, regulará el ejercicio de los derechos de los comuneros sobre la tierra y de cada ejidatario sobre su parcela. 	Lee lo'o ña'an nu su'hua loo na 'in cunda scaa ne' ndi'in sca yuu 'in, uta sca ne' nu nchca comunero si'yana tca cu'ni ne' tñan lo'o yuu nu ndi'in 'in ne' cui' lee can' tyi'in tyaa na cha' nchgaa cha' nu nga'an cha' qui'ni ca'an 'in ne', a cunta lo'o ne' nu nchca comunero cunda scaa se'en ndlo ne' tñan. 
Mexican_constitution 	Asimismo establecerá los procedimientos por los cuales ejidatarios y comuneros podrán asociarse entre sí, con el Estado o con terceros y otorgar el uso de sus tierras; y, tratándose de ejidatarios, transmitir sus derechos parcelarios entre los miembros del núcleo de población; igualmente fijará los requisitos y procedimientos conforme a los cuales la asamblea ejidal otorgará al ejidatario el dominio sobre su parcela. 	Ticui' cuaña'an lee can' ntsu'hui cha' quia nan na ña'an nu cunda scaa ne' nu ndi'in yuu 'in uta ne' nu nchca comunero ntsu'hui cha' cu'ni sca ne' cha' 'in ne' lo'o nten 'in gubiernu uta lo'o scasca nten si'yana cu'ni ne' tñan loo yuu 'in ne', lo' cha' lca sca ne' nu ndi'in yuu 'in tca xitsa'an ta'a ne' yuu can' 'in ne' lo'o ta'a ngui'ni ne' tñan, ticui' cuaña'an sca quichen la ntsu'hui cha' cu'ni cuiya' ne' tñan lo'o nten quichen la xacan tca taa ne' cha' cuiya' 'in sca tucui nu culoo tñan sca yuu. 
Mexican_constitution 	En caso de enajenación de parcelas se respetará el derecho de preferencia que prevea la ley. 	Cha' ta tyaa ne' cunta sca yuu 'in sca tucui ntsu'hui cha' su'hua loo ne' cha' can' si'yana cuaña'an ndi'in tyaa lee cha'. 
Mexican_constitution 	Dentro de un mismo núcleo de población, ningún ejidatario podrá ser titular de más tierra que la equivalente al 5% del total de las tierras ejidales. En todo caso, la titularidad de tierras en favor de un solo ejidatario deberá ajustarse a los límites señalados en la fracción XV. 	Ni' sca yuu 'in sca quichen lo' ñi sca nten nu ndi'in se'en can' ntsu'hui cha' cuiya' 'in ne' cu'ni 'in ne' qui'an la yuu quee' 'in tsa ca'yu ta tsaña'an yuu nu ndi'in quichen can' cui' ca nu nchgaa ne' nu ndi'in sca quichen ntsu'hui cha' cu'ni 'in ne' yuu tsaña'an nu ndi'in tyaa yu'hue nu cua' nchca XV 'in lee re. 
Mexican_constitution 	La asamblea general es el órgano supremo del núcleo de población ejidal o comunal, con la organización y funciones que la ley señale. 	Xa cu'ni cuiya' ne' tñan lo'o ña'aan quichen lca cha' can' sca cha' cuaan la ntsu'hui cha' cuiya' 'in lo'o ne' nu ndi'in yuu 'in uta ne' nu nchca comunero si'yana cuaña'an ndi'in tyaa lee cha'. 
Mexican_constitution 	El comisariado ejidal o de bienes comunales, electo democráticamente en los términos de la ley, es el órgano de representación del núcleo y el responsable de ejecutar las resoluciones de la asamblea. 	Nchgaa ne' nu nchca bsya cha' yuu nu ngulo ton nchgaa ne' comunero 'in tsaña'an nu ndi'in tyaa lee cha' cui' ne' ca nducua loo ne' lo' lyi'ya ne' cunta yuu nu ndi'in sca quichen lo' cui' ne' bsya cha' 'in yuu can' ca 'ni cha' cajlyo ti ne' ña'an culyo huii ne' nchgaa cha' nu ndi'in 'in quichen lo'o yuu 'in ne' se'en cu'ni cuiya' ne' tñan. 
Mexican_constitution 	La restitución de tierras, bosques y aguas a los núcleos de población se hará en los términos de la ley reglamentaria; 	Nu xitsa'an ne' sca yuu uta se'en nducua yca tnu uta se'en nducua tyi'a ni' sca yuu 'in sca quichen ntsu'hui tsa ncha'an ne' tsaña'an nu ndi'in tyaa lee cha'; 
Mexican_constitution 	VIII. Se declaran nulas: 	VIII. Nde cha' nu a ntsu'hui lyoo 'a: 
Mexican_constitution 	a) Todas las enajenaciones de tierras, aguas y montes pertenecientes a los pueblos, rancherías, congregaciones o comunidades, hechas por los jefes políticos, Gobernadores de los Estados, o cualquiera otra autoridad local en contravención a lo dispuesto en la Ley de 25 de junio de 1856 y demás leyes y disposiciones relativas; 	a) Nchgaa se'en nu ndyaa ne' sca yuu se'en nducua tyi'a uta sca lo'o se'en nducua quixin' nu sca quichen ndlo tñan 'in, uta sca se'en ndi'in chin' ti nten uta sca ta nten cua' qui'an, nu 'in sca ne' nchca politico, uta gubiernu 'in sca Estado, uta scasca bsya 'in sca quichen lo' si'i ña'an cha' nu ndi'in tyaa lee nu nguinu scua cua' 25 lo'o coo' junio 'in yjan 1856 a cunta lo'o scasca lee nu nchcui' cha' re; 
Mexican_constitution 	b) Todas las concesiones: composiciones o ventas de tierras, aguas y montes, hechas por las Secretarías de Fomento, Hacienda o cualquiera otra autoridad federal, desde el día primero de diciembre de 1876, hasta la fecha, con las cuales se hayan invadido y ocupado ilegalmente los ejidos, terrenos de común repartimiento o cualquiera otra clase, pertenecientes a los pueblos, rancherías, congregaciones o comunidades, y núcleos de población. 	b) Nchgaa cha' cuiya' uta xa ndujui' ne' sca yuu, uta sca se'en nducua tyi'a uta sca se'en nducua quixin' cha' 'in sca ta ne' nu lyi'ya tñan uta hacienda, uta scasca ne' bsya nu ntsu'hui cha' cuiya' yaa', ti culoo lo'o coo' diciembre 'in yjan 1876, hasta la tsaan re ñii, lo'o cha' can' a ntsu'hui 'a cha' ti' sten yu'hui sca tucui lo'o se'en can' uta ca 'in ne' 'in na lo' a cha ca ñi cha' 'in na, lo' sca quichen ndlo tñan 'in, uta sca se'en ndi'in chin' ti nten uta sca ta nten cua' qui'an. 
