Bolivian_constitution 	CONSTITUCIÓN POLÍTICA DEL ESTADO 	ESTADOQ KURAQ KAMACHIYNIN 
Bolivian_constitution 	I. El turismo es una actividad económica estratégica que deberá desarrollarse de manera sustentable para lo que tomará en cuenta la riqueza de las culturas y el respeto al medio ambiente. 	I. Turismo qulqita qun, jinaspataq thaskirichina tiyan, runqa kayninta qhawachispa, chantapis medio ambiente yupaychaspa, jallch’aspa. 
Bolivian_constitution 	II. El Estado promoverá y protegerá el turismo comunitario con el objetivo de beneficiar a las comunidades urbanas y rurales, y las naciones y pueblos indígena originario campesinos donde se desarrolle esta actividad. 	II. Estado turismo comunitario nisqata ñawpaqman thaskirichinqa, chantapis imamantapis jark’anqa, jinamanta ayllukunapaq, naciones pueblos indígena originario campesinos sumaq kanqa. 
Bolivian_constitution 	Artículo 338. 	Juch’uy kamachiy 338. 
Bolivian_constitution 	El Estado reconoce el valor económico del trabajo del hogar como fuente de riqueza y deberá cuantificarse en las cuentas públicas. 	Estado wasikunapi mayqin warmipis llank’asqanmanta qulqita jap’inanta yupaychan. 
Bolivian_constitution 	CAPÍTULO CUARTO BIENES Y RECURSOS DEL ESTADO Y SU DISTRIBUCIÓN 	TAWA KAQ JUCH’UY PHATMA ESTADO TUKUY IMA KAPUYNINMANTA 
Bolivian_constitution 	Artículo 339. 	Juch’uy kamachiy 339. 
Bolivian_constitution 	I. El Presidente de la República podrá decretar pagos no autorizados por la ley del presupuesto, únicamente para atender necesidades impostergables derivadas de calamidades públicas, de conmoción interna o del agotamiento de recursos destinados a mantener servicios cuya paralización causaría graves daños Los gastos destinados a estos fines no excederán del uno por ciento del total de egresos autorizados por el Presupuesto General. 	I. Jatun kamachiypi qulqi t’akakunanpaq mana qilqasqa kaqtinqa, Bolivia Kuraq kamachiq kamachiyta atin; chay qulqiqa llaqta jatun phutiyta, llakiykunata chinkachinapaq kanqa; chantapis llaqta runakuna mana servicio nisqawan kaqqtinpis, chay qulqiqa chaykunapaq kanan tiyan. Kaykunapi qulqi t’akakusqanqa. 
Bolivian_constitution 	II. Los bienes de patrimonio del Estado y de las entidades públicas constituyen propiedad del pueblo boliviano, inviolable, inembargable, imprescriptible e inexpropiable; no podrán ser empleados en provecho particular alguno. Su calificación, inventario, administración, disposición, registro obligatorio y formas de reivindicación serán regulados por la ley. 	Presupuestos generalmanta qulqi lluqsisqanmanta uk por cientolla kanan tiyan. II. Estadoq entidades publicaspaqtatukuy ima kapusqan bolivianokunaqta; kaykunamanqa mana pipis jinalla yaykunmanchu, mana pipis imatapis uqhunmanchu, chantapis mana jap’ikapunmanchu; nitaq sapa runa manaqa paykunapaq imatapis apaykachankumanchu. 
Bolivian_constitution 	III. Los ingresos del Estado se invertirán conforme con el plan general de desarrollo económico y social del país, el Presupuesto General del Estado y con la ley. 	Jatun kamachiymanjina, jallach’akunqa, qilqaykukunqa, qhawakunqa ima. III. Kamachiymanjina, Estado wakichisqanmanjina chantapis qulqi kapusqanmanjina Estadoman qulqi yaykusqantaqa apaykachakunan tiyan. 
Bolivian_constitution 	Artículo 340. 	Juch’uy kamachiy 340. 
Bolivian_constitution 	I. Las rentas del Estado se dividen en nacionales, departamentales, municipales, e indígena originario campesinas y se invertirán independientemente por sus Tesoros, conforme a sus respectivos presupuestos. 	I. Estadoq rentan ajinata rak’ikun: kay suyumanta, jatun llaqtakunamanta municipales chantapis indígena originario campesinasmantawan. Wakichikusqankumanjnataq qulqita t’akanqanku. 
Bolivian_constitution 	II. La ley clasificará los ingresos nacionales, departamentales, municipales e indígena originario campesinos. 	II. Kamachiy suyuq, jatun llaqtakunamanta, municipiosmanta indígena originario campesinosmanta ima qulqinku yaykusqanta rak’inqa. 
Bolivian_constitution 	III. Los recursos departamentales, municipales, de autonomías indígena originario campesinas, judiciales y universitarios recaudados por oficinas dependientes del nivel nacional, no serán centralizados en el Tesoro Nacional. 	III. Jatun llaqtakunamanta, municipalesmanta, autonomías indígena originario campesinasmanta, judicialesmanta, yachaqakunamanta qulqinkuta mana ukllapi Tesoro Nacionalman churakunqachu. 
Bolivian_constitution 	IV. El Órgano Ejecutivo nacional establecerá las normas destinadas a la elaboración y presentación de los proyectos de presupuestos de todo el sector público, incluidas las autonomías. 	IV. Órgano Ejecutivo nacional imaynatachus wakichikusqankuta yaykuchinanku tiyan chayta qhawachinqa. 
Bolivian_constitution 	Artículo 341. 	Juch’uy kamachiy 341. 
Bolivian_constitution 	Son recursos departamentales: 	Jatun llaqtakunaqta kaykunamanta qulqin kasan: 
Bolivian_constitution 	1. Las regalías departamentales creadas por ley; 	1. Kamachiymanjina regalías departamentales. 
Bolivian_constitution 	2. La participación en recursos provenientes de impuestos a los Hidrocarburos según los porcentajes previstos en la Ley. 	2. Imaynachus jatun kamachiypi qilqasqa kasan, chaymanjina, yana quri impuestos manta qulqita jap’in. 
Bolivian_constitution 	3. Impuestos, tasas, contribuciones especiales y patentes departamentales sobre los recursos naturales. 	3. Recursos naturalesmanta, jatun llaqtamanta impuestos, tasas, contribuciones especiales, patentes nisqakuna. 
Bolivian_constitution 	4. Las transferencias del Tesoro General de la Nación destinadas a cubrir el gasto en servicios personales de salud, educación y asistencia social; 	4. Tesoro General Nacionmanta qulqi qusqan unqusqa runapaq, yachaqaypaq, runata yanapanapaq; chay qulqi jatun llaqtakunaqpata kasan. 
Bolivian_constitution 	5. Las transferencias extraordinarias del Tesoro General de la Nación, en los casos establecidos en el artículo 339.I de esta Constitución. 	5. Tesoro General Nacionmanta qulqi qusqan, uk kaq kinsa pachaq kinsa chunka jis’unniuiq juch’uy kamachiypi nisqanmanjina. 6. Mañakuna kamachiymanjina. 
Bolivian_constitution 	6. Los créditos y empréstitos internos y externos contraídos de acuerdo a las normas de endeudamiento público y del sistema Nacional de Tesorería y Crédito Público. 7. Los ingresos provenientes de la venta de bienes, servicios y enajenación de activos. 	Sistema Nacional de Tesoreria y Crédito Público kamachiyninmanjina créditos chantapis empréstitos. 7. Ima kapusqamantapis qulqi jap’isqan, imatapis ranqhasqanmanta, imapichus llank’asqanmanta, imatachus jap’ikapusqanmanta, ima qulqitapis jap’isqanmanta. 
Bolivian_constitution 	8. Los legados, donaciones y otros ingresos similares. 	8. Qhasillamanta imatapis jap’isqanta. 
Bolivian_constitution 	TÍTULO II MEDIO AMBIENTE, RECURSOS NATURALES, TIERRA Y TERRITORIO 	ISKAY KAQ PHATMA MEDIO AMBIENTEMANTA, RECURSOS NATURALESMANTA, JALLP’AMANTA, TERRITORIOMANTAWAN 
Bolivian_constitution 	CAPÍTULO PRIMERO MEDIO AMBIENTE 	UK KAQ JUCH’UY PHATMA MEDIO AMBIENTEMANTA 
Bolivian_constitution 	Artículo 342. 	Juch’uy kamachiy 342. 
Bolivian_constitution 	Es deber del Estado y de la población conservar, proteger y aprovechar de manera sustentable los recursos naturales y la biodiversidad, así como mantener el equilibrio del medio ambiente. 	Estado chantapis tukuy runa kay Boliviapi tiyakuqkuna recursos naturalesta, biodiversidadta ima jark’anan tiyan. 
Bolivian_constitution 	Artículo 343. 	Juch’uy kamachiy 343. 
Bolivian_constitution 	La población tiene derecho a la participación en la gestión ambiental, a ser consultado e informado previamente sobre decisiones que pudieran afectar a la calidad del medio ambiente. 	Gestión ambeientalpi tukuy runa uyarichikuyta atin, chantapis imatachus ruwanqanku chaytapis paykunaman willanankutaq watunankutaq tiyan. 
Bolivian_constitution 	Artículo 344. 	Juch’uy kamachiy 344. 
Bolivian_constitution 	I. Se prohíbe la fabricación y uso de armas químicas, biológicas y nucleares en el territorio boliviano, así como la internación, tránsito y depósito de residuos nucleares y desechos tóxicos. II. El Estado regulará la internación, producción, comercialización y empleo de técnicas, métodos, insumos y sustancias que afecten a la salud y al medio ambiente. 	I. Bolivia suyu jallp’api mana armas químicas, biológicas, nucleares nisqata apaykachanankuchu tiyan; jinallatataq jawa suyumanta residuos nuclearesta, tóxicos puchusqata mana apaykamunqankuchu, nitaq suyunchisniqta mayllamnpis apankumanchu. II. Estado imachus mana ukhuchispaq chantapis medio ambientepaq allin kasqanta qhawanqa. 
Bolivian_constitution 	Artículo 345. 	Juch’uy kamachiy 345. 
Bolivian_constitution 	Las políticas de gestión ambiental se basarán en: 	Políticas de gestión ambiental kaykunapi sayarisqa kanqanku: 
Bolivian_constitution 	1. La planificación y gestión participativas, con control social. 	1. Wakichiyninpi, tukuypaq llank’ayninpi runa qhawasqanwan. 
Bolivian_constitution 	2. La aplicación de los sistemas de evaluación de impacto ambiental y el control de calidad ambiental, sin excepción y de manera transversal a toda actividad de producción de bienes y servicios que use, transforme o afecte a los recursos naturales y al medio ambiente. 	2. Imaynachus medio ambiente kasan chayta chaninchana, allinchus manachus allin chaytapis qhawanapuni tiyan. Imachus llank’akusan chatapis qhawayta atin runa allinta samarinanchispaq. 
Bolivian_constitution 	3. La responsabilidad por ejecución de toda actividad que produzca daños medioambientales y su sanción civil, penal y administrativa por incumplimiento de las normas de protección del medio ambiente. 	3. Medio ambiente nisqata pipis khuchichaqtin juchachasqa kanqa; chantapis pikunachus medio ambienteta, kamachiymanjina mana jark’ankuchu, paykunapis juchachasqa kanqaku. 
Bolivian_constitution 	Artículo 346. 	Juch’uy kamachiy 346. 
Bolivian_constitution 	El patrimonio natural es de interés público y de carácter estratégico para el desarrollo sustentable del país. Su conservación y aprovechamiento para beneficio de la población será responsabilidad y atribución exclusiva del Estado, y no comprometerá la soberanía sobre los recursos naturales. 	Matrimonio natural nisqataqa tukuyninchis qhawananchis tiyan, kaywanqa suyuschista ñawpaqman thaskirichinanchis tiyan. Estado jark’anan llank’achinan tiyna. 
Bolivian_constitution 	La ley establecerá los principios y disposiciones para su gestión. 	Mana pipis recursos naturalesninchispi llank’anmanchu. 
Bolivian_constitution 	Artículo 347. I. El Estado y la sociedad promoverán la mitigación de los efectos nocivos al medio ambiente, y de los pasivos ambientales que afectan al país. 	Imapichus sayakusan, iaynatachus llank’akunan kasan chayta jatun kamachiy kamachinan tiyan. Juch’uy kamachiy 347. 
Bolivian_constitution 	Se declara la responsabilidad por los daños ambientales históricos y la imprescriptibilidad de los delitos ambientales. 	I. Estado chantapis tukuy runa medio ambiente sumaq kanapaq qhawananku tiyan, manaqa juchachasqanpuni kanqanku. 
Bolivian_constitution 	II. Quienes realicen actividades de impacto sobre el medio ambiente deberán, en todas las etapas de la producción, evitar, minimizar, mitigar, remediar, reparar y resarcir los daños que se ocasionen al medio ambiente y a la salud de las personas, y establecerán las medidas de seguridad necesarias para neutralizar los efectos posibles de los pasivos ambientales. 	II. Pikunachus medio ambientepi llank’asanku mana khuchichasqa kananpaq, uchhikalla khuchichasqa kananpaq, juchanmanta juchachasqa kananku tiyan, manaqa ukhunchis allillan kananpaq chantapis mana medio ambiente qhuchichasqa kananpaq qhawananku tiyan. 
Bolivian_constitution 	CAPÍTULO SEGUNDO RECURSOS NATURALES 	ISKAY KAQ JUCH’UY PHATMA RECURSOS NATURALESMANTA 
Bolivian_constitution 	Artículo 348. 	Juch’uy kamachiy 348. 
Bolivian_constitution 	I. Son recursos naturales los minerales en todos sus estados, los hidrocarburos, el agua, el aire, el suelo y el subsuelo, los bosques, la biodiversidad, el espectro electromagnético y todos aquellos elementos y fuerzas físicas susceptibles de aprovechamiento. 	I. Recursos naturales ukhupi minerales, yana quri, wayra, jallp’a, jallp’amanta aswan ukhupi, sach’a sach’a, tukuy aya imakunapis kasanku. 
Bolivian_constitution 	II. Los recursos naturales son de carácter estratégico y de interés público para el desarrollo del país. 	II. Recursos naturales Bolivia suyunchista thaskirichinapaq. 
Bolivian_constitution 	Artículo 349. 	Juch’uy kamachiy 349. 
Bolivian_constitution 	I. Los recursos naturales son de propiedad y dominio directo, indivisible e imprescriptible del pueblo boliviano, y corresponderá al Estado su administración en función del interés colectivo. 	I. Recursos naturalesqa tukuy bolivianoqta kasan; paykuna qhawananku tiyan, mana kayqa rak’ikunmanchu. Estado runa yanapananpaq, llank’anayuq kanankupaq ima llank’achinan tiyan. 
Bolivian_constitution 	II. El Estado reconocerá, respetará y otorgará derechos propietarios individuales y colectivos sobre la tierra, así como derechos de uso y aprovechamiento sobre otros recursos naturales. 	II. Estado jallp’ayuqkunata yupaychanqa, chanmanjina jallp’ankupi sapa runa manaqa qutuchasqa runa imallatapis ruwayta atinku, imallapaqpis kananpaq llank’achiytapis atinku. 
Bolivian_constitution 	III. La agricultura, la ganadería, así como las actividades de caza y pesca que no involucren especies animales protegidas, son actividades que se rigen por lo establecido en la cuarta parte de esta Constitución referida a la estructura y organización económica del Estado. 	III. Tukuy agricultura, ganadería, caza chantapis pesca ruwayta atinku, maykunachus uywakuna chinkapusanku chaykunallata ama jap’inankuchu tiyan. 
Bolivian_constitution 	Artículo 350. 	Juch’uy kamachiy 350. 
