Mexican_constituition 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	JA JASTAL WA STOJB’ESE´ JA POLITIKA B’A ESTADOS UNIDOS MEJIKANOSI 
Mexican_constituition 	Ninguna detención ante autoridad judicial podrá exceder del plazo de setenta y dos horas, a partir de que el indiciado sea puesto a su disposición, sin que se justifique con un auto de vinculación a proceso en el que se expresará: el delito que se impute al acusado; el lugar, tiempo y circunstancias de ejecución, así como los datos que establezcan que se ha cometido un hecho que la ley señale como delito y que exista la probabilidad de que el indiciado lo cometió o participó en su comisión. 	Mapu a´li bilé pakóta´mi chapísáa ke belá tási simísare kicháosa makói okúa hora, íyá bela simérita´mi nima mapu o´ná oyériwa écvhi pakóta´mi mapu mayéwa mapu karúa isíli mapu o´na karewíwa raícha´li, piri kítera oyéripa, chu isílí, piri kítera wínijíri, chu kabú karúa isílí, churikó. >Chureká karúa isíli alí kúmi chapirúa´mi jú, kumí karúa nokiri, acha echí pagótamí karúa isílí, acha sí nikurili karúa isía. 
Mexican_constituition 	El Ministerio Público sólo podrá solicitar al juez la prisión preventiva cuando otras medidas cautelares no sean suficientes para garantizar la comparecencia del imputado en el juicio, el desarrollo de la investigación, la protección de la víctima, de los testigos o de la comunidad, así como cuando el imputado esté siendo procesado o haya sido sentenciado previamente por la comisión de un delito doloso. 	Échi Ministéri o’máwala pé juési bi tánia oméru échi mo’walí tibúame nápi uchécho bilé tétali sebásiwala ké su’wába níisa nápi ka’lacháma échi aniasiwáala bi’noiwelárila échi najóorale, échi saroyo jiyépuala, tibúkiame risoaolásila, échi tistíki ayéna cho komunirá, napi riká nápi a’líi échi bi’noiwelárila á olásirame níisa kilichéwiala ayéna cho bachárame níisa pé kilípi nirá échi nuléluala pé bilé nekowá ékitame. 
Mexican_constituition 	El juez ordenará la prisión preventiva, oficiosamente, en los casos de delincuencia organizada, homicidio doloso, violación, secuestro, trata de personas, delitos cometidos con medios violentos como armas y explosivos, así como delitos graves que determine la ley en contra de la seguridad de la nación, el libre desarrollo de la personalidad y de la salud. 	Échi juési á nuláma mo’walí tibútame níima, né ojisitáka nirá, echimí ikísala pé nakówame né katéwikame, ko’wísala ékitame, nekówame, chigotóame, échi iníwala e’teó, nekó olalí echimí nekówala nápi ra’néela a’li ra’tachípola, nápi riká nekówala né risóala á welábima échi nulalí saeráka échi a’láwala je’ná kawí mésiko, né bi’nówala isaróyo e’teó a’li échi salúri kíta. 
Mexican_constituition 	La ley determinará los casos en los cuales el juez podrá revocar la libertad de los individuos vinculados a proceso. 	Wachi a mi ra´ichalí ley a nausáma churegá aníyá kíti ke ku machí papua karúa isiamí, mapu bijí a oyérawa. 
Mexican_constituition 	El plazo para dictar el auto de vinculación a proceso podrá prorrogarse únicamente a petición del indiciado, en la forma que señale la ley. 	Wilia´mi a rumea chu kipu rawe nokiméa, napabua wiká ra´icha´lí tamuti karúa´mi omá, kiía chatásipa oyérisia ´échí karúa isiamí, alá noráka ley ne mapu regá nulá. 
Mexican_constituition 	La prolongación de la detención en su perjuicio será sancionada por la ley penal. 	Wili e ka achásuwa nekulíí, a be risensi jú. ´échí ley a alá nawési churega oyéripa. 
Mexican_constituition 	La autoridad responsable del establecimiento en el que se encuentre internado el indiciado, que dentro del plazo antes señalado no reciba copia autorizada del auto de vinculación a proceso y del que decrete la prisión preventiva, o de la solicitud de prórroga del plazo constitucional, deberá llamar la atención del juez sobre dicho particular en el acto mismo de concluir el plazo y, si no recibe la constancia mencionada dentro de las tres horas siguientes, pondrá al indiciado en libertad. 	Walua´lá wilia´mi jú mapu alá aní mea piri alá eta atí pagótamí, alí ké sapú narésa o selí aníamí mapu a ´échí karúa isilí, alí a eta ripima, ma alá rusa kabú ku machínama, alí isini teelí risénsia tasa ´échí wilia´mi, na´lí ne mapu reká oselí walú constitución, a be lña walua´lá wiliamí júez oyera´mi achi anímea kabu kuwaníba karewa ´échí karúa´mi, alí ke narésa oselí bikia hora kaya´mi, abela ku machí papá echí pakótamí. 
Mexican_constituition 	Todo proceso se seguirá forzosamente por el hecho o hechos delictivos señalados en el auto de vinculación a proceso. >Si en la secuela de un proceso apareciere que se ha cometido un delito distinto del que se persigue, deberá ser objeto de investigación separada, sin perjuicio de que después pueda decretarse la acumulación, si fuere conducente. 	Sebalí oyeripo abe né bachá machísaa, acha pakóta´mi karúa isilí, bilé risóa olaramí a newarewelisa a rimisoa olasiwa, alí áwinijisuwa suweriká kétera, welí jawamí chotasima napabúa raichalí karúamí pe wana niráa, ma sunisa napabúa karúamí raichalí nokiruamí, abela napabúka karúamí nokiwaa´mi á oyéripa ´échí pakotamí. 
Mexican_constituition 	Si con posterioridad a la emisión del auto de vinculación a proceso por delincuencia organizada el inculpado evade la acción de la justicia o es puesto a disposición de otro juez que lo reclame en el extranjero, se suspenderá el proceso junto con los plazos para la prescripción de la acción penal. 	Mapu ne kulíi, ´échí karúa isia´mi, ke riwisa nulálíwa´mi, á chotásipo oyería, wikáka natúika karúa nokisáaa, a bilécho júez oyerima, karúa isisa mekabé alí ché biléana kawíchí, a ku riweba oyeriwa´mi mapu aníli jawamí. 
Mexican_constituition 	Todo mal tratamiento en la aprehensión o en las prisiones, toda molestia que se infiera sin motivo legal, toda gabela o contribución, en las cárceles, son abusos que serán corregidos por las leyes y reprimidos por las autoridades. 	Karúa isia´mi ké alá beriká chapisúwa, ké alá tibúsiwa pachá eta achaká, rimisosuwa p eke namútira, abe bujéka ´échíriká nokáamí echí nokiwaamí abe ´échí nulálíwa´mi kú wachinama, mapu alí jáwa´mi rimisosa karúa nokáamí mapu ma eta muchúwi. 
Mexican_constituition 	Artículo 20. 	Artíkuli 20. 
Mexican_constituition 	El proceso penal será acusatorio y oral. >Se regirá por los principios de publicidad, contradicción, concentración, continuidad e inmediación. 	A winijika oyéripa, alá raíchaka, a riwiriká sineamí, a ompama nimia alá nátaka, isábika má ké najóriká. 
Mexican_constituition 	A. De los principios generales: 	A. Pé échi bacháwala niráali: 
Mexican_constituition 	I. El proceso penal tendrá por objeto el esclarecimiento de los hechos, proteger al inocente, procurar que el culpable no quede impune y que los daños causados por el delito se reparen; 	I. A bela oyeripa, kíti ´échí riká alá machíbóa chú reká ikíla, a kuíripa ké chibí isiamí, alí karúa isiamí kó á kú natetima mapu reká isilí karúa, ké kú wikáwalí iyába ´échíriká isisa kó; 
Mexican_constituition 	II. Toda audiencia se desarrollará en presencia del juez, sin que pueda delegar en ninguna persona el desahogo y la valoración de las pruebas, la cual deberá realizarse de manera libre y lógica; 	II. Sinibí mapú kisapí oyériwa; a sinibí sí asímea walua´lá júez, ke wesi kuíroma oyeríamí júez, ne binói alá akéma alí enéma namutí mapú napabúka namúti nijílí mapu oná karúa nokíru; 
Mexican_constituition 	III. Para los efectos de la sentencia sólo se considerarán como prueba aquellas que hayan sido desahogadas en la audiencia de juicio. 	III. Mapu lí má alá karewípa raichalí karúa´mi a eneká níma seba´lí mapu a nijíli oyériwachi wiká rejóachí. 
Mexican_constituition 	La ley establecerá las excepciones y los requisitos para admitir en juicio la prueba anticipada, que por su naturaleza requiera desahogo previo; 	Nulálíwa´mi eneká níima, kétí bachá rikó enéra´mi níima raíchalí alí namútí mapú riwirúa´mi jú, alí nijíra´mi jú oyériachí; 
Mexican_constituition 	IV. El juicio se celebrará ante un juez que no haya conocido del caso previamente. >La presentación de los argumentos y los elementos probatorios se desarrollará de manera pública, contradictoria y oral; 	IV. Oyéripa á atíachi walúa´lá júez, echí kó ké ikíwisa ré kaúa´mi nijíra´mi, á ikíma má nijíwachí seba´lí raícha´lí alí namutí riwirúamí a wiká rejólima choná oyériwachí raíchaka; 
Mexican_constituition 	V. La carga de la prueba para demostrar la culpabilidad corresponde a la parte acusadora, conforme lo establezca el tipo penal. 	V. Mapu a winijíli echí níima mapú nijíma raícha´lí alí namúti, né mapú reká nulá karúa ikísaa. 
Mexican_constituition 	Las partes tendrán igualdad procesal para sostener la acusación o la defensa, respectivamente; 	Winijíwa´mi alí karúa isia´mi chópi reká oyéripa; 
Mexican_constituition 	VI. Ningún juzgador podrá tratar asuntos que estén sujetos a proceso con cualquiera de las partes sin que esté presente la otra, respetando en todo momento el principio de contradicción, salvo las excepciones que establece esta Constitución; 	VI. ´Échí júez bí oméro riquíria jepí lí nirúlisa machíámi mapu reká echí iyéri jú mapú chiwíba; 
Mexican_constituition 	VII. Una vez iniciado el proceso penal, siempre y cuando no exista oposición del inculpado, se podrá decretar su terminación anticipada en los supuestos y bajo las modalidades que determine la ley. >Si el imputado reconoce ante la autoridad judicial, voluntariamente y con conocimiento de las consecuencias, su participación en el delito y existen medios de convicción suficientes para corroborar la imputación, el juez citará a audiencia de sentencia. 	VII. Chuwé namúti riwirúa´mi karúa olára´mi, ké nejéipa; 
Mexican_constituition 	VIII. El juez sólo condenará cuando exista convicción de la culpabilidad del procesado; 	VIII. Sebalí mapu nilá artikulo, alá enéka má sunía kó á karéwa oyériwa´mi; 
Mexican_constituition 	IX. Cualquier prueba obtenida con violación de derechos fundamentales será nula, y 	IX. Chuwé namúti riwirúa´mi karúa olára´mi, ké nejéipa 
Mexican_constituition 	X. Los principios previstos en este artículo, se observarán también en las audiencias preliminares al juicio. 	X. Sebalí mapu nilá artikulo, alá enéka más unía kó á karéwa oyériwa´mi. 
Mexican_constituition 	B. De los derechos de toda persona imputada: 	B. A níwi rerecho mapu kuiropa karúamí: 
Mexican_constituition 	I. A que se presuma su inocencia mientras no se declare su responsabilidad mediante sentencia emitida por el juez de la causa; 	I. Má alá machísúwa mapú ké karúa isíli, abelá ruyéma oyéra´mi júez píri oláa má suniba á karéwa; 
Mexican_constituition 	II. A declarar o a guardar silencio. >Desde el momento de su detención se le harán saber los motivos de la misma y su derecho a guardar silencio, el cual no podrá ser utilizado en su perjuicio. 	II. A nawesáma alí kilíi ké raíchaka asiméa. 
Mexican_constituition 	Queda prohibida y será sancionada por la ley penal, toda incomunicación, intimidación o tortura. >La confesión rendida sin la asistencia del defensor carecerá de todo valor probatorio; 	Má chapisúwa a ruyéba píri kítera Chapirúa´mi jú kití ké raíchama, ké risénsia jú kití chonibóa ériká achaká, tasí nakí echí nulálíwa´mi, ériká achaka chonisúwa, ké nakíwisa kití yúa raíchama retéma´láa, chonisuwa a belá nimima, a bé sinibí sí choná asiméa kuíria´mi ké chiriká kó ké natemá namúti; 
Mexican_constituition 	III. A que se le informe, tanto en el momento de su detención como en su comparecencia ante el Ministerio Público o el juez, los hechos que se le imputan y los derechos que le asisten. 	III. Alá ruyéba kulipi chapisúwa piri oláa ériká acha´lí wa, alí ruyéba mapú alí má oyé ´échí ministerio alí júez wea´lá jáwa´mi oyería´mi, mapu chá reká rarúa isíí, alí ruyeba chó jépi á kuíroma nimia. 
Mexican_constituition 	Tratándose de delincuencia organizada, la autoridad judicial podrá autorizar que se mantenga en reserva el nombre y datos del acusador. 	We jiliwa´mi nisa karúa´mi wikáka natúwiká karúa nokísaa, ´échí policía á nuláma kití ké ruyéba jépiká ´niwijilí nibilérewalá machíméa. 
Mexican_constituition 	La ley establecerá beneficios a favor del inculpado, procesado o sentenciado que preste ayuda eficaz para la investigación y persecución de delitos en materia de delincuencia organizada; 	Raíchalí nuláa´mi ayéna machírimá, kítí sapú jiyáwiká napabúma karúa nokírúa´mi, mapú karúa´mi wikáka natúika chá nokáli. 
