Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	TLANEJNEUILYOTL TLEN SENTIKMASEUALMEJ 
Mexican_constitution 	Nadie podrá ser privado de la libertad o de sus propiedades, posesiones o derechos, sino mediante juicio seguido ante los tribunales previamente establecidos, en el que se cumplan las formalidades esenciales del procedimiento y conforme a las Leyes expedidas con anterioridad al hecho. 	Amo aki uelis mitskaltsakuas, mits tlakijkixtisej katli ta moaxka, moneki ka tekitinij tlen onka uan tlen ixnesiipan tekpantlajtoli, uan mosenkauas ken achtiui eltoya tlanauatili. 
Mexican_constitution 	En los juicios del orden criminal queda prohibido imponer, por simple analogía, y aún por mayoría de razón, pena alguna que no esté decretada por una ley exactamente aplicable al delito de que se trata. 	Kema se temikti uan ni tlajtoli eltok pan se tekichijketl, amo uelis mits iljuise ta tichijki tlan amo mochijki ken tlajtoua tlanautili, uan amo ya nopa tlajtlakoli katli motemoua o mochijtok. 
Mexican_constitution 	En los juicios del orden civil, la sentencia definitiva deberá ser conforme a la letra o a la interpretación jurídica de la ley, y a falta de ésta se fundará en los principios generales del derecho. 	Kema tlajtlakoli ya kiximati tekichijketl tlen uikalotl xitlaualis, uan kisenkauas ken tlajtoua tlanauatili, uan katli amo panesi mochiuas ken tlajtoua yoltlapeualistli tlen xitlaualistli. 
Mexican_constitution 	Artículo 15. 	Kaxtolitipaj tlaijtoli. 
Mexican_constitution 	No se autoriza la celebración de tratados para la extradición de reos políticos, ni para la de aquellos delincuentes del orden común que hayan tenido en el país donde cometieron el delito, la condición de esclavos; ni de convenios o tratados en virtud de los que se alteren los derechos humanos reconocidos por esta Constitución y en los tratados internacionales de los que el Estado Mexicano sea parte. 	Amo motemaka uan amo mochiuas sentijkatlaneneuilis tlan kiualikasej ajkinejki katli tsaktok pan seyok altepetl katli kichijki se tlaixpanoli, ken nopa tlaltoltinijtlaneneuili, yampatsa katli mauililmej tla kichijki se tlajtlakoli pan seyok altepetl; uan amo mopatlas tlen sesenkatsitsij tepanitali uan xitlaualistli tlen ijkuilitok pan tekpantlajtoli, ikualtilistli. mexika uexteyoualko. 
Mexican_constitution 	Artículo 16. 	Kaxtoli uan sentipaj tlaijtoli. 
Mexican_constitution 	Nadie puede ser molestado en su persona, familia, domicilio, papeles o posesiones, sino en virtud de mandamiento escrito de la autoridad competente, que funde y motive la causa legal del procedimiento. 	Amo aki mits kuesos pan monemilis, pan mochaneuan, kampa tiitstok, amamej uan nochi katli ta moaxka, uelis mochiuas inoj ka se amatlanauatili tlen se tekitijketl katli kimelaua, katli kijtos kenke mochiuas, tlake panok pan ni senkaualotl. 
Mexican_constitution 	Toda persona tiene derecho a la protección de sus datos personales, al acceso, rectificación y cancelación de los mismos, así como a manifestar su oposición, en los términos que fije la ley, la cual establecerá los supuestos de excepción a los principios que rijan el tratamiento de datos, por razones de seguridad nacional, disposiciones de orden público, seguridad y salud públicas o para proteger los derechos de terceros. 	Nochi maseuali kipia tepanitali ma kinkuitlauikaj iyolmelaualistli, iixnextilistli, tlaj kineki sempa ma oitas so kitsakuas, uan nojkia tlaj kijtos amo, ka tlanauatilpa, yani kisenkauas tlakiya axkualika moijtoua pan tlanauatilpa ka maseualyolmelaualistli, pampa nelueyi eli ka Mexko, tlen mosenkaua, ka temachtilistli uan maseualchikaualistli nojkia pampa kinkuitlauiaj sekinoj. 
Mexican_constitution 	No podrá librarse orden de aprehensión sino por la autoridad judicial y sin que preceda denuncia o querella de un hecho que la ley señale como delito, sancionado con pena privativa de libertad y obren datos que establezcan que se ha cometido ese hecho y que exista la probabilidad de que el indiciado lo cometió o participó en su comisión. 	Amo aki mits kuiti tla amo tleno tlanauatil tekitlajtoltiyanilistli uan tla amo aki mits teljuitok ka tekichijketl o katli kiixpanojke amo yampatsa moteljuitok ka tekichijketl, ka se tlaixpanoli tlen tlajtoua tlanauatili ken tlaixpanoli, uan ka yani amo uelis kipias nemajkayotl, tlen eltika tlen kichijki uan ka yani yaya nelkichijki. 
Mexican_constitution 	La autoridad que ejecute una orden judicial de aprehensión, deberá poner al inculpado a disposición del juez, sin dilación alguna y bajo su más estricta responsabilidad. 	Tekichijketl katli tlanauatia akinejki kikuitij, nimaya katli tlaixpano kitlalisimako tlaijtolmanauijketl, amo kiuejkaualtis. 
Mexican_constitution 	La contravención a lo anterior será sancionada por la ley penal. 	Tla amo mochiua ken moneki uajka tekichijketl tlachtlauas itlaixpanol ken tlajtoua tlanauatili. 
Mexican_constitution 	Cualquier persona puede detener al indiciado en el momento en que esté cometiendo un delito o inmediatamente después de haberlo cometido, poniéndolo sin demora a disposición de la autoridad más cercana y ésta con la misma prontitud, a la del Ministerio Público. >Existirá un registro inmediato de la detención. 	Kema akinejki kitasej kichijtok se tlatlajkoli, uajka katliueli maseuali uelis kitskis uan nimaya kikauati ka tekichijketl katli ki melaua, uan yani nimaya kipanoltis ka kuesoltlasenkajketl. 
Mexican_constitution 	Sólo en casos urgentes, cuando se trate de delito grave así calificado por la ley y ante el riesgo fundado de que el indiciado pueda sustraerse a la acción de la justicia, siempre y cuando no se pueda ocurrir ante la autoridad judicial por razón de la hora, lugar o circunstancia, el Ministerio Público podrá, bajo su responsabilidad, ordenar su detención, fundando y expresando los indicios que motiven su proceder. 	Kema se tlajtlakoli tlauel mauililo tlen tlajtoua tlanauatili, uan tlatlakojketl katli kichijki tlaixpanoli kinekis ualcholos, uan kema amo ueli se yas ka tekitlajtolchijketl pampa tlauel uejka, kuesoltlasenkajketl uelis tlanauatis ma kitskiti tlen yaya kitos pan amatlajkuiloli tlake panotok, uan kenke mochiuas inoj. 
Mexican_constitution 	En casos de urgencia o flagrancia, el juez que reciba la consignación del detenido deberá inmediatamente ratificar la detención o decretar la libertad con las reservas de ley. 	Tla se tlenijki mochijki mauililo, tlajtlakojketl kitskijke pampa kitake tlen kichijtok se tlaixpanoli, kuesoltlasenkajketl katli kiselia ni tlatlakojketl maseuali, nimaya kiamatlajkuilos uan kitas tla nelnelia tlatlakojketl, tlan amo uajka nimaya kimakas nemajkayotl tlen tlajtoua tlanauatili. 
Mexican_constitution 	La autoridad judicial, a petición del Ministerio Público y tratándose de delitos de delincuencia organizada, podrá decretar el arraigo de una persona, con las modalidades de lugar y tiempo que la ley señale, sin que pueda exceder de cuarenta días, siempre que sea necesario para el éxito de la investigación, la protección de personas o bienes jurídicos, o cuando exista riesgo fundado de que el inculpado se sustraiga a la acción de la justicia. 	Kuesoltlasenkajketl, tlaj tekichijketl kitlajtlania uan tlaj eli sentiktlajtlakoli, ueli kijtos kitsakuas se maseuali, ka tlaloko uan kauil pan tlanauatilpa, san amo panos ompuali tonali, nochipa ma kikauilis ma mochiuas tlatejtemolistli, ma mokuitlauisej maseualmej noso tlanauatili, noso kema onkas mauililo kej katli ixpanotok axkinejnkis moixnextis. 
Mexican_constitution 	Este plazo podrá prorrogarse, siempre y cuando el Ministerio Público acredite que subsisten las causas que le dieron origen. 	Ni tonalpa uelis achi ueyi mochiuas, nochipa kema tekichijketl kinextis kena onka kenke kitlatsakuiltisej pampa onka tlaya kichijtok. 
Mexican_constitution 	En todo caso, la duración total del arraigo no podrá exceder los ochenta días. 	Nochipa pan ni tlajtlakoli amo panos ka nauipouali tonali. 
Mexican_constitution 	Por delincuencia organizada se entiende una organización de hecho de tres o más personas, para cometer delitos en forma permanente o reiterada, en los términos de la ley de la materia. 	Ka sentiktlajtlakoli momachilia se nechikolistli tlaj eyi eli noso achi maseualmej, ma kinixpanoltiasej nochipa uan sempa, ka mokaua pan tlanauatilpa tlen yani. 
Mexican_constitution 	Ningún indiciado podrá ser retenido por el Ministerio Público por más de cuarenta y ocho horas, plazo en que deberá ordenarse su libertad o ponérsele a disposición de la autoridad judicial; este plazo podrá duplicarse en aquellos casos que la ley prevea como delincuencia organizada. 	Kuesoltlasenkajketl amo uelis kipias tsaktos se maseuali tlen panos sempoali uan chikueyi kauitl, yani kimakas nemajkayotl, tla amo uajka kipanoltis ka tekitlajtolchijketl, ni kauitl uelis mo ompanos san kampa inoj tlajtopua tlanauatili, ken katli kichiua sentiktlajtlakoli. 
Mexican_constitution 	Todo abuso a lo anteriormente dispuesto será sancionado por la ley penal. 	Tlan amo mochiuas ken nika ijkuilijtok, tekichijketl yaya tlatsakuas, tlachtlauas itlaixpanol ken tlajtoua tlanauatili. 
Mexican_constitution 	En toda orden de cateo, que sólo la autoridad judicial podrá expedir, a solicitud del Ministerio Público, se expresará el lugar que ha de inspeccionarse, la persona o personas que hayan de aprehenderse y los objetos que se buscan, a lo que únicamente debe limitarse la diligencia, levantándose al concluirla, un acta circunstanciada, en presencia de dos testigos propuestos por el ocupante del lugar cateado o en su ausencia o negativa, por la autoridad que practique la diligencia. 	Kema onka tlanauatili kikuitij se tlenijki tla san sejko eltok o amo, tlanauatis pan amatlajkuiloli tlaijtolmanauijketl, ijkuilotos kanke nopa yase, kijtotos katlike maseuali o maseualmej katli kin istkitij uan katli se tlenijki motemoua, uan mopchiuas san katli kijtoua tlanauatili, kema tlamisej kitlananase se amatlajkuiloli ixpa ome maseualmej katli kitake, uan ni kintokaxtis katli iteko, tlan amo aki o amo kineki uajka kintlalis katli kichiua ni tekitlanauatili. 
Mexican_constitution 	Las comunicaciones privadas son inviolables. 	Amo ueli mits iljuise amo aki tinonotsas. 
Mexican_constitution 	La ley sancionará penalmente cualquier acto que atente contra la libertad y privacía de las mismas, excepto cuando sean aportadas de forma voluntaria por alguno de los particulares que participen en ellas. 	Tla amo mochiua ken tlajtoua tlanauatili, tlayakananij kin notsasej uan mosenkauas tlaixpanoli. 
Mexican_constitution 	El juez valorará el alcance de éstas, siempre y cuando contengan información relacionada con la comisión de un delito. >En ningún caso se admitirán comunicaciones que violen el deber de confidencialidad que establezca la ley. 	Uelis kichiuasej tekitlajtoltiyanij, kema tlajtlani ueyitlajtolmexkotekichijketl, tlan amo nojkia uelis kichiuas kuesoltlasenkajketl tlen tlaltokayotl tlen kimelaua, ma tlatlakojketl ma tlanonotsa kan se aki. 
Mexican_constitution 	Exclusivamente la autoridad judicial federal, a petición de la autoridad federal que faculte la ley o del titular del Ministerio Público de la entidad federativa correspondiente, podrá autorizar la intervención de cualquier comunicación privada. 	Tekichijketl katli kimelaua, pan se amatlajkuiloli kijtos katli ni mochiuas, ka ajkeya kamanaltis, uan keski kauitsitsi tetias kamanali. 
Mexican_constitution 	Para ello, la autoridad competente deberá fundar y motivar las causas legales de la solicitud, expresando además, el tipo de intervención, los sujetos de la misma y su duración. >La autoridad judicial federal no podrá otorgar estas autorizaciones cuando se trate de materias de carácter electoral, fiscal, mercantil, civil, laboral o administrativo, ni en el caso de las comunicaciones del detenido con su defensor. 	Ueyitlajtolmexkotekichijketl amo uelis temakase kakiuili ma se tlanonotsa tlan yani mochiuas pan tekitlapejpenili, tlanemakiltipa, kuesoluikayotl, tekipanolpa o tlatekiyouili, nojkia amo uelis kinonotsas katli kimanauia. 
Mexican_constitution 	Los Poderes Judiciales contarán con jueces de control que resolverán, en forma inmediata, y por cualquier medio, las solicitudes de medidas cautelares, providencias precautorias y técnicas de investigación de la autoridad, que requieran control judicial, garantizando los derechos de los indiciados y de las víctimas u ofendidos. 	Ueyitlajtolmexkotekichijketl kinpiasej kualankasenkajketl katli kinsenkauasej, nimantsi, uan ka tlen ueli, tlajtlanilistli ka amatlajkuiloli katlim kuitlauia, katli moitaj achtoui uan tejtemolistli ka tlanauatili, tlen moneki tekpantli, pan tlepanitali tlen ixpanojketl, tlen kinkokolijtokej noso ajkaya kinteuijtokej. 
Mexican_constitution 	Deberá existir un registro fehaciente de todas las comunicaciones entre jueces y Ministerio Público y demás autoridades competentes. 	Moneki moamatlalise nochi kualankasenkajketl uan mokamauikaj iniuaya ka nochi tlanauatiyanij tlen ni. 
Mexican_constitution 	Las intervenciones autorizadas se ajustarán a los requisitos y límites previstos en las leyes. 	Nochi tlanonotstli katli motemakas mochiuas katli moijto tlen tlajtoua tlanauatili. 
Mexican_constitution 	Los resultados de las intervenciones que no cumplan con éstos, carecerán de todo valor probatorio. 	Tlan amo mochiuas ken moneki uajka amo kipias ipatijka. 
Mexican_constitution 	La autoridad administrativa podrá practicar visitas domiciliarias únicamente para cerciorarse de que se han cumplido los reglamentos sanitarios y de policía; y exigir la exhibición de los libros y papeles indispensables para comprobar que se han acatado las disposiciones fiscales, sujetándose en estos casos, a las leyes respectivas y a las formalidades prescritas para los cateos. 	Tlatekiyouili uelis kalpaxalotikiampa kitas tla mochijki ken moneki uan kuali kichijki tsontekichijketl tlen tlajtoua tlanauatili; uan uelis tlanauatis ma moixpanexti amochmej, amamej tlen ka inoj uelis kijtos mochijki ken moneki, ken monauati kikuito se tlenijki tlen eltok tlnauatili. 
Mexican_constitution 	La correspondencia que bajo cubierta circule por las estafetas estará libre de todo registro, y su violación será penada por la ley. 	Kalamatlajkuiloselistli uan amamoyajketl, kipia majkauili tla moijkuilos, tla amo mochiua ken moneki tlajtos tlanauatili. 
Mexican_constitution 	En tiempo de paz ningún miembro del Ejército podrá alojarse en casa particular contra la voluntad del dueño, ni imponer prestación alguna. 	Kema onka pakiliskayotl, yon se tsontoko uelis kinekis mokauas pan mochampa tlan ta amo tineki, uan amo uelis mitschiualtis ma xipaleui. 
